timestamp,event_id,latitude,longitude,event_type,expected_attendance,duration_hours,impact_radius_km
2025-09-15 16:57:01.549658,event_0000,51.169163689092876,71.42423792142253,festival,69666.0,12.545883790831727,3.4036359858602494
2025-09-17 22:26:26.549658,event_0001,51.1600352839888,71.4760119664235,construction,,6.890014185960842,0.8103987242985258
2025-09-15 09:06:22.549658,event_0002,51.172073065963865,71.47105115606678,sports,18408.0,4.918126250821199,6.449569885867471
2025-09-14 05:52:35.549658,event_0003,51.163290213308265,71.43228339531295,construction,,9.217834202453668,1.63960442953844
2025-09-14 06:11:45.549658,event_0004,51.11241308028952,71.48147617720679,concert,42099.0,5.964313395378863,2.658696283775015
2025-09-17 12:43:24.549658,event_0005,51.14896583034686,71.45275569583313,construction,,11.902346376728321,1.271674458902134
2025-09-14 18:09:48.549658,event_0006,51.13672081940556,71.4817093069226,sports,26349.0,3.763953157763859,7.37196457916165
2025-09-15 06:33:57.549658,event_0007,51.14772932719847,71.39592204770322,construction,,11.746486675400245,0.7239410627825913
2025-09-12 12:33:13.549658,event_0008,51.15707161197342,71.43644910134985,concert,45060.0,5.562060776102868,3.0281020963090284
2025-09-16 11:50:37.549658,event_0009,51.15971855245403,71.43831192232952,construction,,6.142670946095606,1.6407046834893497
2025-09-14 07:20:22.549658,event_0010,51.14730643778251,71.4473390607671,festival,57571.0,11.615520211408978,4.1124431562280215
2025-09-14 10:07:08.549658,event_0011,51.12143897930419,71.39543400436774,sports,3125.0,3.244183206791126,6.244974189509249
2025-09-14 09:49:30.549658,event_0012,51.15834186888745,71.4359992967284,concert,37040.0,2.794373409894349,6.243610836623419
2025-09-16 04:50:16.549658,event_0013,51.14927568906715,71.39299381733635,accident,,2.105007126147853,1.4289882167352774
