timestamp,road_id,latitude,longitude,traffic_volume,average_speed,free_flow_speed,occupancy_rate,congestion_level,congestion_name,road_type,district
2025-09-11 00:56:15.549648,road_0000,51.20721558440182,71.41748061169966,258,60.0,60,18.262205199051543,0,FREE_FLOW,arterial,Right Bank
2025-09-11 00:56:15.549648,road_0001,51.213488841961706,71.4551094605174,116,32.62923743244225,35,6.182799299900974,0,FREE_FLOW,local,Right Bank
2025-09-11 00:56:15.549648,road_0002,51.09202009123179,71.43847470697595,585,55.19283647830591,60,13.583941032332595,0,FREE_FLOW,arterial,Left Bank
2025-09-11 00:56:15.549648,road_0003,51.19057683736238,71.4135219694281,152,45.0,45,3.3494943616833055,0,FREE_FLOW,collector,Right Bank
2025-09-11 00:56:15.549648,road_0004,51.16991099020425,71.48953431403665,205,45.0,45,8.152052855877862,0,FREE_FLOW,collector,Right Bank
2025-09-11 00:56:15.549648,road_0005,51.160352110793035,71.43655906544681,175,45.0,45,16.59649476902715,0,FREE_FLOW,collector,Left Bank
2025-09-11 00:56:15.549648,road_0006,51.197010226921215,71.45590960880924,385,55.1194469351099,60,16.76617206670943,0,FREE_FLOW,arterial,Right Bank
2025-09-11 00:56:15.549648,road_0007,51.11464444065831,71.472169515803,105,45.0,45,1.8797928675816724,0,FREE_FLOW,collector,Esil District
2025-09-11 00:56:15.549648,road_0008,51.12044326025239,71.43375018852568,258,45.0,45,19.822772519945257,0,FREE_FLOW,collector,Left Bank
2025-09-11 00:56:15.549648,road_0009,51.11541119500996,71.39497674159925,426,56.33579135965799,60,16.890353876377276,0,FREE_FLOW,arterial,Left Bank
2025-09-11 00:56:15.549648,road_0010,51.11078369535379,71.44797551413016,144,45.0,45,0.08631932862907554,0,FREE_FLOW,collector,Esil District
2025-09-11 00:56:15.549648,road_0011,51.08154293158093,71.50410393821133,182,60.0,60,16.35857154005175,0,FREE_FLOW,arterial,Esil District
2025-09-11 00:56:15.549648,road_0012,51.19411054283802,71.48338375455349,117,44.35341107325663,45,16.366371251754508,0,FREE_FLOW,collector,Right Bank
2025-09-11 00:56:15.549648,road_0013,51.11540059978571,71.41954819303338,696,57.48159061682544,60,34.900189109347195,0,FREE_FLOW,arterial,Left Bank
2025-09-11 00:56:15.549648,road_0014,51.153146942289446,71.41898050602991,252,42.02041373764635,45,13.138440103125554,0,FREE_FLOW,collector,Left Bank
2025-09-11 00:56:15.549648,road_0015,51.09379597309867,71.3747399226662,305,45.0,45,24.25392926683279,0,FREE_FLOW,collector,Left Bank
