timestamp,event_id,latitude,longitude,event_type,expected_attendance,duration_hours,impact_radius_km
2025-09-15 02:10:48.549656,event_0000,51.1587857297917,71.43406455436075,concert,36397.0,3.589790594578326,7.336080763115046
2025-08-23 06:29:45.549656,event_0001,51.13717708627702,71.41369233543458,accident,,0.7223558923341797,1.2148354911749546
2025-09-07 08:40:00.549656,event_0002,51.15126587069492,71.37240149327069,construction,,7.635113995910886,0.583186556473416
2025-08-29 06:14:46.549656,event_0003,51.14641738053334,71.46780358709489,accident,,3.6338064923578832,0.27303621701225156
2025-08-22 10:16:45.549656,event_0004,51.12680596818318,71.43508984126885,construction,,7.20273746990059,1.8790046986877327
2025-08-29 21:26:47.549656,event_0005,51.16980232417995,71.46924664714737,concert,2766.0,3.81830016698128,2.597305946845349
2025-08-19 08:12:33.549656,event_0006,51.10495033639258,71.40941806132766,construction,,5.461630147641798,0.8104039431236794
2025-08-26 07:27:09.549656,event_0007,51.18410009826789,71.44231883140478,construction,,10.34620202219795,0.6067207475375049
2025-09-08 10:27:43.549656,event_0008,51.147374519128675,71.49487665228594,construction,,7.611680431649171,1.1564762075270911
2025-08-27 08:28:04.549656,event_0009,51.1840651456263,71.43314282431311,festival,10171.0,13.6829601376281,7.732655654000646
2025-09-13 08:19:15.549656,event_0010,51.167801629349256,71.45631831515854,construction,,11.34370293076033,1.4758677562439888
2025-09-14 03:01:39.549656,event_0011,51.1684864573929,71.50418221265325,accident,,3.8083282594468386,0.25061226063628983
2025-09-07 09:53:26.549656,event_0012,51.192623218867446,71.41514147131294,concert,15244.0,5.447417509204433,6.950613865834137
2025-09-08 19:57:05.549656,event_0013,51.112912476861595,71.41186699550374,concert,20016.0,5.987750633253901,5.645196917180176
2025-09-05 19:18:28.549656,event_0014,51.21298873879706,71.45726946560629,festival,81666.0,15.485086397241622,6.5680853152485374
2025-08-27 12:28:57.549656,event_0015,51.14072210835499,71.39163750739925,construction,,7.936466629497498,1.4956820168188367
2025-08-27 03:34:25.549656,event_0016,51.1686768200543,71.46189627870369,concert,5530.0,4.945915523247967,5.207407228862795
2025-08-29 11:57:49.549656,event_0017,51.14972219935524,71.4340772692597,construction,,8.438621567161054,1.2752708177544447
2025-08-22 13:21:51.549656,event_0018,51.13177671306193,71.4033660999436,sports,47999.0,2.2000434941325953,7.754006782487725
2025-08-26 08:16:06.549656,event_0019,51.15450106407423,71.37177022607135,festival,66781.0,6.748040262634795,7.708710686295735
2025-09-13 21:18:18.549656,event_0020,51.16405278359588,71.46089955783157,accident,,0.6360309388204199,0.5956395213837514
2025-09-06 10:45:48.549656,event_0021,51.183469565542225,71.44062648078456,sports,49104.0,3.4218609240066424,4.601762741956172
2025-09-17 21:15:15.549656,event_0022,51.18513446107225,71.42397110575946,accident,,0.5079536629723145,1.3898487816908747
2025-09-01 05:31:25.549656,event_0023,51.207727596062554,71.43354984118353,concert,26860.0,3.9712292317515887,5.400699064643089
2025-09-06 22:48:18.549656,event_0024,51.17951396946463,71.49418388585495,construction,,8.901156720167652,1.6089793651454958
2025-09-13 02:53:37.549656,event_0025,51.09245208387654,71.38561565858174,accident,,0.6480451813063398,1.360395360032002
2025-09-04 09:33:20.549656,event_0026,51.22293862705605,71.46505306560383,concert,5299.0,5.282627329412468,5.772228686492539
