timestamp,temperature,humidity,precipitation,wind_speed,visibility,weather_condition
2025-09-17 12:27:22.055745,22.764107605798866,53.35332408155618,0.0,8.082262891233826,19.135191772166195,clear
2025-09-17 12:27:22.055745,21.6045352384896,70.64051049208356,0.0,2.521859729663991,20.05134144974057,clear
2025-09-17 12:27:22.055745,23.590676335935367,40.65474703163679,0.0,10.378140210739566,19.988916780079983,cloudy
2025-09-17 13:27:22.055745,22.136062402283844,54.53735303063998,0.0,4.73636851920153,21.155708095795518,cloudy
2025-09-17 13:27:22.055745,22.127442373041667,46.483061024867055,1.321648813718839,8.042691862457941,17.356702372562324,cloudy
2025-09-17 13:27:22.055745,18.180047366377508,66.94877729294703,0.0,9.46797024774606,19.97362680165358,cloudy
2025-09-17 14:27:22.055745,19.499439997552397,75.77451097027915,0.0,4.207827924019397,18.822485950797365,clear
2025-09-17 14:27:22.055745,20.786079387705087,63.79401072983854,0.0,1.1506451887538143,20.083543130802717,clear
2025-09-17 14:27:22.055745,22.478938676103958,40.396260760946674,0.0,2.0820169166168876,19.80946703682628,cloudy
2025-09-17 15:27:22.055745,19.280211235175894,65.1900782253647,0.5405999618259861,11.351581223973358,18.918800076348028,cloudy
2025-09-17 15:27:22.055745,18.220013562701876,56.204327881904405,0.0,4.056517462833968,18.562367672693462,clear
2025-09-17 15:27:22.055745,15.465177833896696,58.78670638690215,1.2585347521136259,3.227964087951962,17.48293049577275,cloudy
2025-09-17 16:27:22.055745,16.733163270456405,63.90079674916699,0.0,2.25563523965558,21.268428396667044,clear
2025-09-17 16:27:22.055745,15.941214727289605,53.48513036436309,1.7039661561234494,4.780285065370738,16.5920676877531,cloudy
2025-09-17 16:27:22.055745,20.21115765613805,61.39029694050846,0.0,7.895993315649363,21.502740510344424,clear
2025-09-17 17:27:22.055745,12.924808754067428,59.76226591462991,0.0,1.8547541665182243,19.19822527845959,clear
2025-09-17 17:27:22.055745,16.43675670237689,69.73892395423029,1.7330817110976524,4.430948352930122,16.533836577804696,cloudy
2025-09-17 17:27:22.055745,14.690098187728248,68.35973935241022,0.0,4.501736400249004,21.95396193794722,clear
2025-09-17 18:27:22.055745,15.86618302395405,67.32408716046608,0.0,7.987563146359385,19.042646619331748,clear
2025-09-17 18:27:22.055745,13.6464061292207,57.42771066033326,0.0,0.7540547692387098,21.6244037147217,clear
2025-09-17 18:27:22.055745,16.858339927959783,58.08954047623279,0.0,2.791986639670939,19.932538582261998,clear
2025-09-17 19:27:22.055745,16.644132512370877,69.20487126284594,0.0,5.150178325431053,20.00013566227843,clear
2025-09-17 19:27:22.055745,9.271983822062516,85.5493992520124,2.015330847407853,3.625413969873765,15.969338305184294,cloudy
2025-09-17 19:27:22.055745,17.081225615919053,57.10478598393421,0.0,8.988724691452855,20.507082077668887,clear
2025-09-17 20:27:22.055745,9.129744482739454,87.43757306606506,0.0,1.982697692926207,21.52790222056243,cloudy
2025-09-17 20:27:22.055745,11.687649022691815,81.1098192604667,0.0,2.332606829773279,18.076396797414905,clear
2025-09-17 20:27:22.055745,13.607124074364975,77.2796746689488,0.0,1.2736834826986834,20.985679320039395,clear
2025-09-17 21:27:22.055745,12.466001853760709,70.1705894852644,0.0,7.674111214940316,18.711536234938,clear
2025-09-17 21:27:22.055745,9.888846876892707,76.63848837986149,0.0,13.390855051455926,20.164952857735322,clear
2025-09-17 21:27:22.055745,13.955322903701239,68.68978590498767,0.0,5.521680090887083,20.029559060340627,clear
2025-09-17 22:27:22.055745,10.118443388495827,70.27295577494021,0.0,13.959346435724118,18.326719059465415,clear
2025-09-17 22:27:22.055745,13.350583935181284,79.36415553764215,0.0,3.2485532616418715,21.739572186218034,clear
2025-09-17 22:27:22.055745,11.009615945851678,85.32303816960241,0.0,4.721972728304962,19.209582961215688,clear
2025-09-17 23:27:22.055745,13.100775374400506,84.52815356793832,0.0,4.604840520000628,18.500920102514986,clear
2025-09-17 23:27:22.055745,14.801442777886997,55.985873607383226,0.0,2.9030057415813983,19.157745472120087,clear
2025-09-17 23:27:22.055745,8.188029212174776,78.30365648941233,0.0,4.739263408818157,20.133233449834965,cloudy
2025-09-18 00:27:22.055745,9.337679086419616,82.9624171468494,0.0,6.660981650912609,18.827190704176576,cloudy
2025-09-18 00:27:22.055745,7.987297319321885,77.81677083074429,0.0,2.2198668641004415,19.631751273471366,cloudy
2025-09-18 00:27:22.055745,14.212555669052088,79.0898676184608,0.25931839132578666,8.719371404608156,19.481363217348427,cloudy
