timestamp,road_id,latitude,longitude,traffic_volume,average_speed,free_flow_speed,occupancy_rate,congestion_level,congestion_name,road_type
2025-09-17 12:27:22.055745,road_0000,40.66847506300489,-73.73807969374211,740,56.02052438140969,60,24.01605259571278,0,FREE_FLOW,arterial
2025-09-17 12:27:22.055745,road_0001,40.7198987295828,-73.74706387556736,2288,80.0,80,61.68634939353322,0,FREE_FLOW,highway
2025-09-17 12:27:22.055745,road_0002,40.74994808923203,-73.79014932806467,640,45.0,45,39.75139147556216,0,FREE_FLOW,collector
2025-09-17 12:27:22.055745,road_0003,40.74309158226195,-73.96661727077273,1765,60.0,60,68.3415752067126,0,FREE_FLOW,arterial
2025-09-17 12:27:22.055745,road_0004,40.74719920513,-73.97825297690737,977,45.0,45,63.50494576581203,0,FREE_FLOW,collector
2025-09-17 12:27:22.055745,road_0005,40.65630618807343,-73.82360585825539,2028,80.0,80,44.49389696349355,0,FREE_FLOW,highway
2025-09-17 12:27:22.055745,road_0006,40.75804890186165,-73.93570569353813,785,41.81918399107644,45,54.91930945354805,0,FREE_FLOW,collector
2025-09-17 12:27:22.055745,road_0007,40.73736741980714,-73.97783773036258,1018,56.955327877516055,60,38.148171353002816,0,FREE_FLOW,arterial
2025-09-17 12:27:22.055745,road_0008,40.74218505875765,-73.99219447365964,800,28.299708213609772,35,95.32038556010761,0,FREE_FLOW,local
2025-09-17 12:27:22.055745,road_0009,40.75925042330636,-73.9733779780817,1874,59.025112130446814,60,69.82955936809735,0,FREE_FLOW,arterial
2025-09-17 12:27:22.055745,road_0010,40.750335863940855,-73.9667968640636,2500,51.05106492029713,60,100.0,0,FREE_FLOW,arterial
2025-09-17 12:27:22.055745,road_0011,40.757416219068794,-73.98397817262654,2489,53.95287306002366,60,91.60299059315076,0,FREE_FLOW,arterial
2025-09-17 12:27:22.055745,road_0012,40.72784698827304,-73.99864431466133,800,29.091803476124365,35,91.52833718876103,0,FREE_FLOW,local
2025-09-17 12:27:22.055745,road_0013,40.79057560223081,-73.78406564317166,2206,80.0,80,60.773408475738385,0,FREE_FLOW,highway
2025-09-17 12:27:22.055745,road_0014,40.76637078211215,-73.84177010778228,1045,56.46500773586806,60,40.80248864839519,0,FREE_FLOW,arterial
2025-09-17 12:27:22.055745,road_0015,40.725062561880804,-73.7940196317338,2335,72.42951676609509,80,66.024188809122,0,FREE_FLOW,highway
2025-09-17 12:27:22.055745,road_0016,40.70107439756184,-73.79401468643744,2483,71.02645223746201,80,53.03161640788211,0,FREE_FLOW,highway
2025-09-17 12:27:22.055745,road_0017,40.75604341426178,-74.00070820437055,2500,48.056009049942325,60,100.0,0,FREE_FLOW,arterial
2025-09-17 12:27:22.055745,road_0018,40.777249530657826,-74.01730375345964,1195,59.08071745899145,60,45.55190462965539,0,FREE_FLOW,arterial
2025-09-17 12:27:22.055745,road_0019,40.7690872447115,-73.993554507777,1500,41.351812252964415,45,100.0,0,FREE_FLOW,collector
2025-09-17 12:42:22.055745,road_0000,40.66847506300489,-73.73807969374211,921,60.0,60,37.832320874378496,0,FREE_FLOW,arterial
2025-09-17 12:42:22.055745,road_0001,40.7198987295828,-73.74706387556736,1037,80.0,80,17.577353269185373,0,FREE_FLOW,highway
2025-09-17 12:42:22.055745,road_0002,40.74994808923203,-73.79014932806467,1000,45.0,45,61.223515017528854,0,FREE_FLOW,collector
2025-09-17 12:42:22.055745,road_0003,40.74309158226195,-73.96661727077273,1910,54.350946175646335,60,71.50826969370439,0,FREE_FLOW,arterial
2025-09-17 12:42:22.055745,road_0004,40.74719920513,-73.97825297690737,1069,45.0,45,70.83177255818514,0,FREE_FLOW,collector
2025-09-17 12:42:22.055745,road_0005,40.65630618807343,-73.82360585825539,1254,73.71649757757005,80,30.836722198124278,0,FREE_FLOW,highway
2025-09-17 12:42:22.055745,road_0006,40.75804890186165,-73.93570569353813,951,44.958905260086894,45,63.81536283668425,0,FREE_FLOW,collector
2025-09-17 12:42:22.055745,road_0007,40.73736741980714,-73.97783773036258,1159,60.0,60,38.57615924359614,0,FREE_FLOW,arterial
2025-09-17 12:42:22.055745,road_0008,40.74218505875765,-73.99219447365964,475,33.59428581296719,35,60.37683880916312,0,FREE_FLOW,local
2025-09-17 12:42:22.055745,road_0009,40.75925042330636,-73.9733779780817,1562,60.0,60,71.04635065697154,0,FREE_FLOW,arterial
2025-09-17 12:42:22.055745,road_0010,40.750335863940855,-73.9667968640636,1654,60.0,60,76.0083080097894,0,FREE_FLOW,arterial
2025-09-17 12:42:22.055745,road_0011,40.757416219068794,-73.98397817262654,1980,57.15496877069286,60,74.36863240583637,0,FREE_FLOW,arterial
2025-09-17 12:42:22.055745,road_0012,40.72784698827304,-73.99864431466133,658,34.37736777912969,35,91.81794557601192,0,FREE_FLOW,local
2025-09-17 12:42:22.055745,road_0013,40.79057560223081,-73.78406564317166,1615,76.81477074929427,80,31.452164139960523,0,FREE_FLOW,highway
2025-09-17 12:42:22.055745,road_0014,40.76637078211215,-73.84177010778228,1228,60.0,60,49.91112440991011,0,FREE_FLOW,arterial
2025-09-17 12:42:22.055745,road_0015,40.725062561880804,-73.7940196317338,1216,80.0,80,22.23741775420089,0,FREE_FLOW,highway
2025-09-17 12:42:22.055745,road_0016,40.70107439756184,-73.79401468643744,1498,78.3833914329609,80,34.29767272067093,0,FREE_FLOW,highway
2025-09-17 12:42:22.055745,road_0017,40.75604341426178,-74.00070820437055,2500,48.06188569626254,60,100.0,0,FREE_FLOW,arterial
