timestamp,latitude,longitude,temperature,humidity,precipitation,wind_speed,visibility,condition
2024-01-01 00:00:00,51.1694,71.4491,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,clear
2024-01-01 00:00:00,51.128,71.403,-6.2028052259829,95.0,0.0,6.516948413424826,21.521478505036473,clear
2024-01-01 00:00:00,51.1805,71.446,-0.2543796784995118,95.0,0.0,3.2901179504557074,19.22979837984541,clear
2024-01-01 00:00:00,51.135,71.47,-4.983222324816392,95.0,2.2517271150057128,6.806008094600708,15.496545769988575,cloudy
2024-01-01 01:00:00,51.1694,71.4491,-1.2248212642718759,90.91832116725308,0.0,1.2810730758029087,18.49601197849657,cloudy
2024-01-01 01:00:00,51.128,71.403,-2.203441719167141,95.0,0.0,1.5800759485842641,19.41007384402182,clear
2024-01-01 01:00:00,51.1805,71.446,-8.793314537271009,95.0,0.0,11.453284981854978,20.49929256837375,cloudy
2024-01-01 01:00:00,51.135,71.47,-2.715532228264014,89.37438805516862,0.0,4.614509211445563,19.593241471454284,cloudy
2024-01-01 02:00:00,51.1694,71.4491,-7.655155764040173,89.25737847745995,0.0,9.61081264460131,18.432101277432615,clear
2024-01-01 02:00:00,51.128,71.403,-7.211058354729598,93.81759684029868,0.0,5.537197411101628,18.604139969987706,clear
2024-01-01 02:00:00,51.1805,71.446,-3.6682405665211917,95.0,0.0,4.407834117813363,20.623669409927892,cloudy
2024-01-01 02:00:00,51.135,71.47,-6.740693893528255,95.0,0.0,3.51373026839278,21.808309319781742,cloudy
2024-01-01 03:00:00,51.1694,71.4491,-8.039007080443689,95.0,0.0,3.646635032692134,18.56327687253518,cloudy
2024-01-01 03:00:00,51.128,71.403,-1.02626922855065,93.89441219767545,0.0,14.187847068892975,18.15373238972988,clear
2024-01-01 03:00:00,51.1805,71.446,-2.3094296512729295,95.0,0.0,15.432344312412468,18.898274477107005,clear
2024-01-01 03:00:00,51.135,71.47,-1.8993006363160871,94.10448115845398,0.0,7.773387503314892,21.319689251933962,clear
2024-01-01 04:00:00,51.1694,71.4491,-1.7065757164513946,95.0,0.0,5.351731618678215,18.5326125158252,clear
2024-01-01 04:00:00,51.128,71.403,-1.1737373664024284,95.0,0.0,14.737788964282153,20.85779397575758,clear
2024-01-01 04:00:00,51.1805,71.446,-1.6375852114687732,81.46201435084328,0.0,4.719980606560629,18.902215986414497,clear
2024-01-01 04:00:00,51.135,71.47,-1.2115295662759613,95.0,0.0,7.429982935919277,18.151577451535985,clear
2024-01-01 05:00:00,51.1694,71.4491,-2.064863718475294,86.94677127687207,0.0,8.770362108016954,21.012810260561984,clear
2024-01-01 05:00:00,51.128,71.403,-1.6278927709529785,95.0,0.0,4.973773066160458,21.29493765215421,clear
2024-01-01 05:00:00,51.1805,71.446,-7.767123647183424,77.4850200490552,0.0,6.6840300969051025,20.679148012709675,clear
2024-01-01 05:00:00,51.135,71.47,-1.5174674712371579,95.0,0.0,2.758732346975278,20.94849986358991,clear
2024-01-01 06:00:00,51.1694,71.4491,1.3141846969419024,95.0,0.0,3.037044894132064,21.567166845932633,clear
2024-01-01 06:00:00,51.128,71.403,-3.9590156391632156,95.0,2.507318650356068,1.3662906289326224,14.985362699287865,cloudy
2024-01-01 06:00:00,51.1805,71.446,2.7047442411783673,85.52200909682577,0.0,1.6932342705285062,21.449670161079073,clear
2024-01-01 06:00:00,51.135,71.47,2.09911184997842,73.48893971329072,0.0,2.1403180096263283,18.931089134300866,cloudy
2024-01-01 07:00:00,51.1694,71.4491,-0.9472458964398038,95.0,0.0,5.090334563287997,18.457288287234057,cloudy
2024-01-01 07:00:00,51.128,71.403,0.3732797853080476,95.0,0.0,3.3497108659854695,20.9301313172041,clear
2024-01-01 07:00:00,51.1805,71.446,-2.2271187327286155,86.67808205489023,5.674914899489575,2.3402686388280864,8.65017020102085,rain
2024-01-01 07:00:00,51.135,71.47,1.5886703500265345,81.31407888526743,0.0,2.8630670494357604,18.296225937988147,clear
2024-01-01 08:00:00,51.1694,71.4491,-0.19241264594948637,76.40398048627593,0.0,4.3134104206369575,19.39180344572397,clear
2024-01-01 08:00:00,51.128,71.403,5.051449506422542,82.93936238118562,0.0,5.2517912976801835,19.109336824198216,clear
2024-01-01 08:00:00,51.1805,71.446,4.126875313189897,84.1765774857306,0.0,2.7401774803328927,19.294864855291067,clear
2024-01-01 08:00:00,51.135,71.47,5.1759900547692546,93.56664452988393,0.0,15.113458854578695,18.996307328686367,clear
2024-01-01 09:00:00,51.1694,71.4491,1.6204886929771534,81.9591687741594,0.0,8.980032263416977,21.706315668572504,clear
2024-01-01 09:00:00,51.128,71.403,4.369663084971456,75.41036376006957,0.0,12.42817371845452,21.808695349825125,cloudy
2024-01-01 09:00:00,51.1805,71.446,5.638490328680235,87.4998720244143,0.0,20.391208244330237,19.67396305714105,clear
2024-01-01 09:00:00,51.135,71.47,4.489626480851979,95.0,0.0,2.72492446146245,19.330251809628074,clear
2024-01-01 10:00:00,51.1694,71.4491,6.361242486653928,93.10079956759647,0.0,9.187006042981144,18.633557044747967,clear
2024-01-01 10:00:00,51.128,71.403,5.867042071160831,92.18843604860314,0.0,7.076001415700342,20.915655021752315,clear
2024-01-01 10:00:00,51.1805,71.446,3.745941043179432,89.84139818645787,0.0,8.962455501752487,18.582608364257425,clear
2024-01-01 10:00:00,51.135,71.47,9.977929167013201,53.8064510360645,0.0,11.291863958180311,19.264205180675482,cloudy
2024-01-01 11:00:00,51.1694,71.4491,5.65048198271816,95.0,0.0,13.168635232045881,18.792318922240405,clear
2024-01-01 11:00:00,51.128,71.403,1.887486993958646,86.40609483638323,0.0,14.270577715116634,19.02650721566091,clear
2024-01-01 11:00:00,51.1805,71.446,3.996274260711361,85.05070866216002,2.4804983442502766,4.703909769713368,15.039003311499446,cloudy
2024-01-01 11:00:00,51.135,71.47,7.423650642982777,83.87928222550366,0.0,1.7680449868681354,18.41438859998992,clear
2024-01-01 12:00:00,51.1694,71.4491,3.95466988426189,75.2882070184898,0.0,2.22119540503924,21.66546042696958,clear
2024-01-01 12:00:00,51.128,71.403,8.840695737165783,88.34677556371261,0.0,4.282325213552974,18.221862789060197,cloudy
