timestamp,latitude,longitude,road_id,traffic_volume,average_speed,free_flow_speed,occupancy_rate,congestion_level,speed_ratio,road_type_highway,road_type_arterial,road_type_collector,road_type_local,road_type_residential,hour,day_of_week,day_of_month,month,is_weekend,is_rush_hour,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,temperature,humidity,precipitation,wind_speed,visibility,weather_clear,weather_rain,weather_snow,weather_fog,event_concert,event_sports,event_festival,event_construction,event_accident,total_expected_attendance,event_count
2024-01-01 00:00:00,51.20721558440182,71.41748061169966,road_0000,281,55.80727440188916,60,17.206902499691022,0,0.930121240031486,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,51.213488841961706,71.4551094605174,road_0001,95,33.78070472184561,35,19.042176096274396,0,0.9651629920527317,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,51.09202009123179,71.43847470697595,road_0002,333,58.181244641882124,60,19.51002092279431,0,0.9696874106980354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,51.19057683736238,71.4135219694281,road_0003,122,45.0,45,6.084773755083779,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,51.16991099020425,71.48953431403665,road_0004,230,42.37813076782692,45,20.037655718148777,0,0.9417362392850426,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,51.160352110793035,71.43655906544681,road_0005,276,42.06736152106995,45,12.971000435945992,0,0.9348302560237767,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,51.197010226921215,71.45590960880924,road_0006,398,60.0,60,11.136583496608182,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,51.11464444065831,71.472169515803,road_0007,192,42.196664912924284,45,20.452726863786793,0,0.9377036647316508,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,51.12044326025239,71.43375018852568,road_0008,213,45.0,45,21.133222844766117,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,51.11541119500996,71.39497674159925,road_0009,435,60.0,60,24.418568975350254,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,51.11078369535379,71.44797551413016,road_0010,177,43.84926968922271,45,13.413732428729093,0,0.9744282153160602,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,51.08154293158093,71.50410393821133,road_0011,366,57.66039319056317,60,10.318419494749314,0,0.9610065531760529,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,51.19411054283802,71.48338375455349,road_0012,159,42.08253035072131,45,20.489149252216414,0,0.9351673411271403,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,51.11540059978571,71.41954819303338,road_0013,231,58.39698690223018,60,2.8164541844265765,0,0.9732831150371697,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,51.153146942289446,71.41898050602991,road_0014,329,45.0,45,18.094549170381118,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,51.09379597309867,71.3747399226662,road_0015,263,45.0,45,12.542569705445018,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,51.10200587058781,71.4105255768849,road_0016,353,44.389127130764365,45,31.655309087704413,0,0.9864250473503192,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,51.14997939524811,71.48471150021103,road_0017,80,35.0,35,13.378481193261994,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-4.89960174982739,82.15465483717126,0.0,3.417249420126317,21.43311889142382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
