timestamp,road_id,latitude,longitude,traffic_volume,average_speed,free_flow_speed,occupancy_rate,congestion_level,congestion_name,road_type,district
2025-09-17 00:56:15.549655,road_0000,51.14858964026895,71.43899067721357,257,45.0,45,24.145776314691883,0,FREE_FLOW,collector,City Center
2025-09-17 00:56:15.549655,road_0001,51.19558998501542,71.45756838173378,726,54.786582578551716,60,22.284282460730754,0,FREE_FLOW,arterial,City Center
2025-09-17 00:56:15.549655,road_0002,51.21222340415979,71.47718542988797,99,35.0,35,8.30707304809891,0,FREE_FLOW,local,Right Bank
2025-09-17 00:56:15.549655,road_0003,51.147142431523605,71.42424835420817,294,45.0,45,25.083867419641592,0,FREE_FLOW,collector,Left Bank
2025-09-17 00:56:15.549655,road_0004,51.194896034828155,71.42672451599276,209,41.36875565409942,45,20.941702261395122,0,FREE_FLOW,collector,City Center
2025-09-17 00:56:15.549655,road_0005,51.13145373025382,71.42743582937553,213,41.461547992392724,45,22.749233268508156,0,FREE_FLOW,collector,Left Bank
2025-09-17 00:56:15.549655,road_0006,51.14525858091126,71.40871681129984,174,41.69011756992552,45,5.711115882169533,0,FREE_FLOW,collector,Left Bank
2025-09-17 00:56:15.549655,road_0007,51.13560924762398,71.46282559050066,119,43.894885496851415,45,2.3858510363960335,0,FREE_FLOW,collector,Right Bank
2025-09-17 00:56:15.549655,road_0008,51.106594323500836,71.4923767530675,151,45.0,45,16.592214310077246,0,FREE_FLOW,collector,Esil District
2025-09-17 00:56:15.549655,road_0009,51.1749541456762,71.45018304431642,604,60.0,60,23.607243803975052,0,FREE_FLOW,arterial,City Center
2025-09-17 00:56:15.549655,road_0010,51.204215781196154,71.42542980013923,101,43.09253462135353,45,0.0,0,FREE_FLOW,collector,Right Bank
2025-09-17 00:56:15.549655,road_0011,51.14911362341584,71.45849757916488,668,56.67961958843127,60,29.15713513992923,0,FREE_FLOW,arterial,City Center
2025-09-17 00:56:15.549655,road_0012,51.14285817159553,71.49500780438362,216,57.0318826718273,60,17.935891937272256,0,FREE_FLOW,arterial,Esil District
2025-09-17 00:56:15.549655,road_0013,51.178395080248016,71.44450085336713,199,40.5858588932647,45,6.7025039381674025,0,FREE_FLOW,collector,Esil District
2025-09-17 00:56:15.549655,road_0014,51.22329556186777,71.40648282801608,244,45.0,45,9.352054642519601,0,FREE_FLOW,collector,Right Bank
2025-09-17 00:56:15.549655,road_0015,51.20247308795898,71.43455351818268,208,45.0,45,22.80313460079683,0,FREE_FLOW,collector,Right Bank
2025-09-17 00:56:15.549655,road_0016,51.16488352763151,71.45530260780878,226,41.65209776826523,45,24.12221939098374,0,FREE_FLOW,collector,City Center
2025-09-17 00:56:15.549655,road_0017,51.1949632883288,71.44123238931239,140,35.0,35,7.606918894911736,0,FREE_FLOW,local,City Center
