timestamp,latitude,longitude,road_id,traffic_volume,average_speed,free_flow_speed,occupancy_rate,congestion_level,speed_ratio,road_type_highway,road_type_arterial,road_type_collector,road_type_local,road_type_residential,hour,day_of_week,day_of_month,month,is_weekend,is_rush_hour,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,temperature,humidity,precipitation,wind_speed,visibility,weather_clear,weather_rain,weather_snow,weather_fog,event_concert,event_sports,event_festival,event_construction,event_accident,total_expected_attendance,event_count
2024-01-01 00:00:00,40.80447246752146,-73.99401551064027,road_0000,226,58.05080052541081,60,1.4373073466736557,0,0.9675133420901801,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-7.467082388643277,95.0,0.0,1.4691736702737563,20.577584649127463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,40.80949107356936,-73.96391243158607,road_0001,114,35.0,35,14.62581243486732,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-7.467082388643277,95.0,0.0,1.4691736702737563,20.577584649127463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,40.72351506842384,-73.96679396976803,road_0002,429,57.01397202852333,60,26.408945898842223,0,0.9502328671420555,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-7.467082388643277,95.0,0.0,1.4691736702737563,20.577584649127463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,40.7911614698899,-73.9971824244575,road_0003,151,40.831353559293476,45,5.763476554216019,0,0.9073634124287439,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-7.467082388643277,95.0,0.0,1.4691736702737563,20.577584649127463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,40.7746287921634,-73.93637254877068,road_0004,181,43.00645053079769,45,3.096241691666453,0,0.9556989006843932,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-7.467082388643277,95.0,0.0,1.4691736702737563,20.577584649127463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,40.77476408309478,-73.96823070091489,road_0005,304,44.89371411627999,45,13.164564108491128,0,0.9976380914728886,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-7.467082388643277,95.0,0.0,1.4691736702737563,20.577584649127463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,40.796308181536965,-73.9632723129526,road_0006,355,60.0,60,17.64271094811757,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-7.467082388643277,95.0,0.0,1.4691736702737563,20.577584649127463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,40.70105925421109,-73.79200731226265,road_0007,109,45.0,45,4.6223293210517316,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-7.467082388643277,95.0,0.0,1.4691736702737563,20.577584649127463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,40.74483244518929,-73.97033735860573,road_0008,281,45.0,45,10.539128734421496,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-7.467082388643277,95.0,0.0,1.4691736702737563,20.577584649127463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,40.74105839625748,-73.99941744380057,road_0009,301,60.0,60,2.8555028310952775,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-7.467082388643277,95.0,0.0,1.4691736702737563,20.577584649127463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,40.69591159380505,-73.82426598115977,road_0010,206,56.71755709331425,60,8.48186116598562,0,0.9452926182219041,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-7.467082388643277,95.0,0.0,1.4691736702737563,20.577584649127463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,40.65692390877457,-73.74942808238488,road_0011,346,78.18710895597937,80,12.468754762049318,0,0.9773388619497421,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-7.467082388643277,95.0,0.0,1.4691736702737563,20.577584649127463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2024-01-01 00:00:00,40.79398843427041,-73.9412929963572,road_0012,197,41.51940883251786,45,9.954660354338504,0,0.922653529611508,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.49999999999999994,0.8660254037844387,-7.467082388643277,95.0,0.0,1.4691736702737563,20.577584649127463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
