timestamp,latitude,longitude,road_id,road_type,traffic_volume,average_speed,free_flow_speed,occupancy_rate,congestion_level
2024-01-01 00:00:00,40.80447246752146,-73.99401551064027,road_0000,arterial,226,58.05080052541081,60,1.4373073466736557,0
2024-01-01 00:00:00,40.80949107356936,-73.96391243158607,road_0001,local,114,35.0,35,14.62581243486732,0
2024-01-01 00:00:00,40.72351506842384,-73.96679396976803,road_0002,arterial,429,57.01397202852333,60,26.408945898842223,0
2024-01-01 00:00:00,40.7911614698899,-73.9971824244575,road_0003,collector,151,40.831353559293476,45,5.763476554216019,0
2024-01-01 00:00:00,40.7746287921634,-73.93637254877068,road_0004,collector,181,43.00645053079769,45,3.096241691666453,0
2024-01-01 00:00:00,40.77476408309478,-73.96823070091489,road_0005,collector,304,44.89371411627999,45,13.164564108491128,0
2024-01-01 00:00:00,40.796308181536965,-73.9632723129526,road_0006,arterial,355,60.0,60,17.64271094811757,0
2024-01-01 00:00:00,40.70105925421109,-73.79200731226265,road_0007,collector,109,45.0,45,4.6223293210517316,0
2024-01-01 00:00:00,40.74483244518929,-73.97033735860573,road_0008,collector,281,45.0,45,10.539128734421496,0
2024-01-01 00:00:00,40.74105839625748,-73.99941744380057,road_0009,arterial,301,60.0,60,2.8555028310952775,0
2024-01-01 00:00:00,40.69591159380505,-73.82426598115977,road_0010,arterial,206,56.71755709331425,60,8.48186116598562,0
2024-01-01 00:00:00,40.65692390877457,-73.74942808238488,road_0011,highway,346,78.18710895597937,80,12.468754762049318,0
2024-01-01 00:00:00,40.79398843427041,-73.9412929963572,road_0012,collector,197,41.51940883251786,45,9.954660354338504,0
2024-01-01 00:00:00,40.741050449839285,-73.98098885522496,road_0013,arterial,658,60.0,60,21.47883255430311,0
2024-01-01 00:00:00,40.76936020671709,-73.98141462047757,road_0014,collector,325,42.66256777553188,45,22.259678233786797,0
2024-01-01 00:00:00,40.72484697982401,-74.01459505800035,road_0015,collector,180,45.0,45,20.008361143266608,0
2024-01-01 00:00:00,40.73100440294086,-73.98775581733632,road_0016,collector,198,45.0,45,17.71911357740479,0
2024-01-01 00:00:00,40.75868351619848,-73.94023079983116,road_0017,local,132,32.08541249579605,35,19.340632923085757,0
2024-01-01 00:00:00,40.716165397891224,-73.7396523951108,road_0018,collector,105,40.582627306217425,45,9.128581193191799,0
2024-01-01 00:00:00,40.74909586171322,-73.98772674635582,road_0019,collector,201,41.945243877914066,45,3.501231676924375,0
2024-01-01 01:00:00,40.80447246752146,-73.99401551064027,road_0000,arterial,231,56.6906118582705,60,12.279225190052012,0
2024-01-01 01:00:00,40.80949107356936,-73.96391243158607,road_0001,local,70,35.0,35,5.2579939631853545,0
2024-01-01 01:00:00,40.72351506842384,-73.96679396976803,road_0002,arterial,400,60.0,60,19.15225784600687,0
2024-01-01 01:00:00,40.7911614698899,-73.9971824244575,road_0003,collector,73,42.69587086485234,45,0.17071402030117522,0
2024-01-01 01:00:00,40.7746287921634,-73.93637254877068,road_0004,collector,169,45.0,45,19.107597770208933,0
2024-01-01 01:00:00,40.77476408309478,-73.96823070091489,road_0005,collector,235,44.928599295622746,45,17.20474435919385,0
2024-01-01 01:00:00,40.796308181536965,-73.9632723129526,road_0006,arterial,162,54.291648007140495,60,2.0954472488171154,0
2024-01-01 01:00:00,40.70105925421109,-73.79200731226265,road_0007,collector,97,45.0,45,15.275838353724952,0
2024-01-01 01:00:00,40.74483244518929,-73.97033735860573,road_0008,collector,242,45.0,45,6.442465663910681,0
2024-01-01 01:00:00,40.74105839625748,-73.99941744380057,road_0009,arterial,343,60.0,60,22.992399541785055,0
2024-01-01 01:00:00,40.69591159380505,-73.82426598115977,road_0010,arterial,128,57.80300447899201,60,12.142733430337138,0
2024-01-01 01:00:00,40.65692390877457,-73.74942808238488,road_0011,highway,188,80.0,80,13.423095483215619,0
2024-01-01 01:00:00,40.79398843427041,-73.9412929963572,road_0012,collector,110,45.0,45,9.633477867316728,0
2024-01-01 01:00:00,40.741050449839285,-73.98098885522496,road_0013,arterial,209,60.0,60,15.907461438559107,0
2024-01-01 01:00:00,40.76936020671709,-73.98141462047757,road_0014,collector,236,43.1383616468586,45,12.923156357728436,0
2024-01-01 01:00:00,40.72484697982401,-74.01459505800035,road_0015,collector,267,45.0,45,25.141446371602076,0
2024-01-01 01:00:00,40.73100440294086,-73.98775581733632,road_0016,collector,187,45.0,45,18.43257024600217,0
2024-01-01 01:00:00,40.75868351619848,-73.94023079983116,road_0017,local,87,33.86525560025584,35,18.675106836351326,0
2024-01-01 01:00:00,40.716165397891224,-73.7396523951108,road_0018,collector,73,40.82344611412442,45,6.432269486590147,0
2024-01-01 01:00:00,40.74909586171322,-73.98772674635582,road_0019,collector,219,45.0,45,10.330825042565689,0
2024-01-01 02:00:00,40.80447246752146,-73.99401551064027,road_0000,arterial,64,58.32228393955062,60,9.012011213193167,0
2024-01-01 02:00:00,40.80949107356936,-73.96391243158607,road_0001,local,29,33.01073864223319,35,9.024871061972217,0
2024-01-01 02:00:00,40.72351506842384,-73.96679396976803,road_0002,arterial,191,60.0,60,0.0,0
2024-01-01 02:00:00,40.7911614698899,-73.9971824244575,road_0003,collector,90,45.0,45,10.52182667445323,0
2024-01-01 02:00:00,40.7746287921634,-73.93637254877068,road_0004,collector,77,42.93744553893546,45,11.037057228707408,0
2024-01-01 02:00:00,40.77476408309478,-73.96823070091489,road_0005,collector,97,45.0,45,0.0,0
2024-01-01 02:00:00,40.796308181536965,-73.9632723129526,road_0006,arterial,193,56.07923305328036,60,5.899058888285397,0
2024-01-01 02:00:00,40.70105925421109,-73.79200731226265,road_0007,collector,40,45.0,45,3.651199960789076,0
2024-01-01 02:00:00,40.74483244518929,-73.97033735860573,road_0008,collector,129,45.0,45,17.69730561326388,0
2024-01-01 02:00:00,40.74105839625748,-73.99941744380057,road_0009,arterial,226,56.972201147590496,60,7.432001248555798,0
2024-01-01 02:00:00,40.69591159380505,-73.82426598115977,road_0010,arterial,105,55.39284583122847,60,0.0,0
2024-01-01 02:00:00,40.65692390877457,-73.74942808238488,road_0011,highway,84,80.0,80,9.209211680220145,0
2024-01-01 02:00:00,40.79398843427041,-73.9412929963572,road_0012,collector,67,44.76121921143267,45,4.2989841690033135,0
